,searchId,growwCompanyId,isin,industryId,industryName,displayName,shortName,type,isFnoEnabled,nseScriptCode,bseScriptCode,isBseTradable,isNseTradable,logoUrl,floatingShares
0,titan-company-ltd,GSTK500114,INE280A01028,25203010,Apparel & Luxury,Titan Company,Titan,STOCK,True,TITAN,500114,True,True,https://assets-netstorage.groww.in/stock-assets/logos/INE280A01028.png,370402727
